0	0
0.01	3.7923111899116E-05
0.02	0.000151803868733143
0.03	0.000341809402207098
0.04	0.000608106844026
0.05	0.000950863325894866
0.06	0.00137024597951872
0.07	0.00186642193660256
0.08	0.00243955832885143
0.09	0.00308982228797033
0.1	0.00381738094566429
0.11	0.00462240143363832
0.12	0.00550505088359744
0.13	0.00646549642724667
0.14	0.00750390519629102
0.15	0.00862044432243552
0.16	0.00981528093738518
0.17	0.011088582172845
0.18	0.0124405151605201
0.19	0.0138712470321153
0.2	0.0153809449193358
0.21	0.0169697759538865
0.22	0.0186379072674726
0.23	0.0203855059917988
0.24	0.0222127392585705
0.25	0.0241197741994924
0.26	0.0261067779462696
0.27	0.0281739176306073
0.28	0.0303213603842103
0.29	0.0325492733387837
0.3	0.0348578236260325
0.31	0.0372471783776617
0.32	0.0397175047253764
0.33	0.0422689698008816
0.34	0.0449017407358822
0.35	0.0476159846620834
0.36	0.05041186871119
0.37	0.0532895600149072
0.38	0.05624922570494
0.39	0.0592910329129933
0.4	0.0624151487707722
0.41	0.0656217404099818
0.42	0.068910974962327
0.43	0.0722830195595128
0.44	0.0757380413332442
0.45	0.0792762074152264
0.46	0.0828976849371643
0.47	0.0866026410307628
0.48	0.0903912428277272
0.49	0.0942636574597622
0.5	0.0982200520585731
0.51	0.102260593755865
0.52	0.106385449683342
0.53	0.11059478697271
0.54	0.114888772755674
0.55	0.119267574163939
0.56	0.12373135832921
0.57	0.128280292383192
0.58	0.13291454345759
0.59	0.137634278684108
0.6	0.142439665194453
0.61	0.147330870120328
0.62	0.15230806059344
0.63	0.157371403745492
0.64	0.162521066708191
0.65	0.16775721661324
0.66	0.173080020592346
0.67	0.178489645777213
0.68	0.183986259299546
0.69	0.18957002829105
0.7	0.19524111988343
0.71	0.200999701208391
0.72	0.206845939397638
0.73	0.212780001582877
0.74	0.218802054895811
0.75	0.224912266468147
0.76	0.23111080343159
0.77	0.237397832917843
0.78	0.243773522058613
0.79	0.250238037985604
0.8	0.256791547830521
0.81	0.26343421872507
0.820000000000001	0.270166217800955
0.830000000000001	0.276987712189881
0.840000000000001	0.283898869023554
0.850000000000001	0.290899855433678
0.860000000000001	0.297990838551959
0.870000000000001	0.305171985510101
0.880000000000001	0.312443463439809
0.890000000000001	0.319805439472789
0.900000000000001	0.327258080740745
0.910000000000001	0.334801554375383
0.920000000000001	0.342436027508408
0.930000000000001	0.350161667271524
0.940000000000001	0.357978640796436
0.950000000000001	0.365887115214851
0.960000000000001	0.373887257658471
0.970000000000001	0.381979235259004
0.980000000000001	0.390163215148153
0.990000000000001	0.398439364457623
1	0.406807850319121
1.01	0.415268526272267
1.02	0.423819991488354
1.03	0.432460531546592
1.04	0.44118843202619
1.05	0.450001978506357
1.06	0.458899456566303
1.07	0.467879151785237
1.08	0.476939349742369
1.09	0.486078336016907
1.1	0.495294396188062
1.11	0.504585815835042
1.12	0.513950880537058
1.13	0.523387875873317
1.14	0.532895087423031
1.15	0.542470800765409
1.16	0.552113301479658
1.17	0.56182087514499
1.18	0.571591807340614
1.19	0.581424383645738
1.2	0.591316889639573
1.21	0.601267610901328
1.22	0.611274833010211
1.23	0.621336841545434
1.24	0.631451922086204
1.25	0.641618360211731
1.26	0.651834441501225
1.27	0.662098451533895
1.28	0.672408675888951
1.29	0.682763400145602
1.3	0.693160909883057
1.31	0.703599490680526
1.32	0.714077428117218
1.33	0.724593007772343
1.34	0.735144515225109
1.35	0.745730236054727
1.36	0.756348455840405
1.37	0.766997460161354
1.38	0.777675534596783
1.39	0.7883809647259
1.4	0.799112036127915
1.41	0.809867034382039
1.42	0.820644245067479
1.43	0.831441953763446
1.44	0.842258446049149
1.45	0.853092007503798
1.46	0.863940923706601
1.47	0.874803480236768
1.48	0.885677962673509
1.49	0.896562656596033
1.5	0.907455847583549
1.51	0.918355821215267
1.52	0.929260863070397
1.53	0.940169258728146
1.54	0.951079293767726
1.55	0.961989253768345
1.56	0.972897424309213
1.57	0.98380209096954
1.58	0.994701539328533
1.59	1.0055940549654
1.6	1.01647792345936
1.61	1.02735143038961
1.62	1.03821286133537
1.63	1.04906050187585
1.64	1.05989263759024
1.65	1.07070755405777
1.66	1.08150353685764
1.67	1.09227887156907
1.68	1.10303184377126
1.69	1.11376073904341
1.7	1.12446384296475
1.71	1.13513944111448
1.72	1.14578581907181
1.73	1.15640126241594
1.74	1.1669840567261
1.75	1.17753248758148
1.76	1.1880448405613
1.77	1.19851940124476
1.78	1.20895445521108
1.79	1.21934828803947
1.8	1.22969918530913
1.81	1.24000543259927
1.82	1.25026531548911
1.83	1.26047711955784
1.84	1.2706391303847
1.85	1.28074963354887
1.86	1.29080691462957
1.87	1.30080925920602
1.88	1.31075495285741
1.89	1.32064228116296
1.9	1.33046952970188
1.91	1.34023498405338
1.92	1.34993692979667
1.93	1.35957365251095
1.94	1.36914343777544
1.95	1.37864457116934
1.96	1.38807533827187
1.97	1.39743402466223
1.98	1.40671891591964
1.99	1.4159282976233
2	1.42506045535242
2.01	1.43411396749186
2.02	1.44308858364904
2.03	1.45198434623703
2.04	1.46080129766889
2.05	1.46953948035771
2.06	1.47819893671654
2.07	1.48677970915846
2.08	1.49528184009653
2.09	1.50370537194383
2.1	1.51205034711342
2.11	1.52031680801838
2.12	1.52850479707176
2.13	1.53661435668664
2.14	1.5446455292761
2.15	1.55259835725319
2.16	1.56047288303099
2.17	1.56826914902256
2.18	1.57598719764098
2.19	1.58362707129932
2.2	1.59118881241064
2.21	1.59867246338801
2.22	1.6060780666445
2.23	1.61340566459319
